date,FL794090005.Q,FL713011005.Q,FL713014003.Q,FL713012003.Q,FL633091003.Q,FL794010005.Q,FL793020005.Q,FL793030005.Q,FL793034005.Q,FL792050005.Q,FL794022005.Q,FL793069175.Q,FL793061105.Q,FL793061705.Q,FL793062005.Q,FL793063005.Q,FL794023005.Q,FL793068005.Q,FL793069005.Q,FL793065005.Q,FL793066005.Q,LM793064105.Q,LM793064205.Q,FL793070005.Q,FL793040005.Q,FL793092005.Q,FL793090005.Q,FL794190005.Q,FL794110005.Q,FL793120005.Q,FL703130005.Q,FL634090005.Q,FL792150005.Q,FL794122005.Q,FL793169175.Q,FL423161705.Q,FL793163005.Q,FL794123005.Q,FL793168005.Q,FL793169005.Q,FL643165005.Q,LM653164205.Q,FL663170003.Q,FL543140005.Q,FL153050005.Q,FL793178005.Q,FL793192005.Q,FL793190005.Q,LM793164105.Q,FL662090205.Q
1987:Q1,11669296.00,20486.00,5018.00,17735.00,27061.00,71294.00,32129.00,136170.00,38004.00,492618.00,3466375.00,325225.00,1103591.00,704481.00,478622.00,854456.00,4314643.00,861602.00,470739.00,2382408.00,599894.00,1230221.00,70368.00,36773.00,0.00,36281.00,1674120.00,11301610.00,11666.00,763926.00,2595161.00,304475.00,575882.00,1496767.00,295351.00,843811.00,357605.00,250534.00,76640.00,171013.00,2881.00,539434.00,8787.00,270606.00,3230888.00,10443.00,21410.00,1221631.00,428124.00,5996.00
1987:Q2,11952235.00,20178.00,5018.00,17889.00,23889.00,62603.00,30236.00,138451.00,40398.00,512061.00,3543095.00,340424.00,1113651.00,747177.00,468039.00,873804.00,4448633.00,867343.00,493663.00,2473885.00,613742.00,1298648.00,76868.00,37938.00,0.00,36184.00,1660146.00,11598093.00,-3631.00,821170.00,2631531.00,301489.00,583954.00,1581862.00,311098.00,890913.00,379851.00,258090.00,77563.00,177642.00,2885.00,550400.00,8424.00,276503.00,3305455.00,8520.00,20287.00,1254039.00,415313.00,5747.00
1987:Q3,12279207.00,18112.00,5018.00,18006.00,22668.00,65638.00,30578.00,140761.00,41423.00,531320.00,3619980.00,348489.00,1132044.00,774418.00,465128.00,899901.00,4558603.00,876611.00,500782.00,2549648.00,631562.00,1373171.00,82672.00,39171.00,0.00,36904.00,1695182.00,11921412.00,30160.00,815533.00,2666987.00,306182.00,613459.00,1650547.00,312477.00,930809.00,407261.00,262915.00,75733.00,184260.00,2922.00,556224.00,8892.00,282786.00,3406832.00,8471.00,20811.00,1291613.00,418931.00,5895.00
1987:Q4,12439289.00,16688.00,5018.00,18177.00,21579.00,71268.00,34334.00,137549.00,38870.00,553248.00,3738739.00,358370.00,1168227.00,802286.00,459987.00,949869.00,4656219.00,891110.00,517258.00,2603239.00,644612.00,1047752.00,71220.00,40735.00,0.00,44098.00,1943795.00,12063839.00,28161.00,842856.00,2735306.00,316096.00,630590.00,1699477.00,322909.00,972608.00,403960.00,260441.00,71947.00,185384.00,3110.00,481466.00,6828.00,287464.00,3402424.00,8302.00,14723.00,1349705.00,328947.00,5274.00
1988:Q1,12747670.00,17653.00,5018.00,18339.00,22067.00,64496.00,36154.00,141842.00,40731.00,598527.00,3811894.00,370344.00,1162241.00,827224.00,462850.00,989235.00,4716146.00,888749.00,520163.00,2664415.00,642819.00,1107850.00,75628.00,42604.00,0.00,46199.00,2002522.00,12369525.00,14479.00,820392.00,2805515.00,344684.00,680418.00,1737782.00,331452.00,991360.00,414970.00,257008.00,70280.00,183631.00,3097.00,502572.00,8300.00,293637.00,3491230.00,8097.00,9953.00,1395458.00,353134.00,5605.00
1988:Q2,13052391.00,17229.00,5018.00,18501.00,22080.00,63969.00,38979.00,147541.00,45399.00,604391.00,3885489.00,387629.00,1153655.00,844845.00,461327.00,1038033.00,4844772.00,910368.00,532354.00,2744752.00,657298.00,1141230.00,79631.00,44947.00,0.00,46383.00,2046832.00,12665841.00,29497.00,861244.00,2837944.00,327808.00,687614.00,1802420.00,352867.00,1013197.00,436356.00,267944.00,73472.00,191357.00,3115.00,511551.00,9413.00,300502.00,3569114.00,7701.00,3166.00,1449923.00,384723.00,6089.00
1988:Q3,13280699.00,20524.00,5018.00,18637.00,22463.00,64484.00,40667.00,152426.00,43382.00,645873.00,3960736.00,379373.00,1183000.00,866874.00,461230.00,1070259.00,4926798.00,903469.00,540478.00,2810800.00,672051.00,1097831.00,79172.00,47317.00,0.00,47424.00,2107947.00,12869125.00,20880.00,856140.00,2891679.00,327157.00,726255.00,1853935.00,357934.00,1049624.00,446377.00,269714.00,68984.00,197639.00,3091.00,504894.00,9012.00,306726.00,3627437.00,8324.00,822.00,1466150.00,404318.00,5889.00
1988:Q4,13555683.00,20131.00,5018.00,18799.00,29648.00,70364.00,40421.00,150581.00,47321.00,618847.00,4044811.00,393629.00,1192637.00,888810.00,460252.00,1109483.00,5068644.00,930859.00,564404.00,2888932.00,684449.00,1093852.00,80987.00,49257.00,0.00,51228.00,2165774.00,13145451.00,32586.00,885122.00,2935907.00,338862.00,687114.00,1927262.00,377740.00,1093384.00,456138.00,286413.00,74218.00,208812.00,3383.00,503097.00,8548.00,314402.00,3701028.00,9660.00,954.00,1514496.00,388881.00,5632.00
1989:Q1,13822289.00,21475.00,5368.00,19036.00,28983.00,62608.00,35917.00,168110.00,46725.00,670270.00,4111947.00,413603.00,1194518.00,915715.00,461020.00,1127091.00,5153293.00,929434.00,576672.00,2946647.00,700540.00,1153501.00,85614.00,50586.00,0.00,53517.00,2155339.00,13388473.00,17269.00,827511.00,2973040.00,365061.00,756598.00,2021646.00,392484.00,1134775.00,494387.00,296012.00,71326.00,221255.00,3431.00,515301.00,8463.00,318152.00,3802487.00,9177.00,2199.00,1475557.00,423037.00,5779.00
1989:Q2,14238934.00,30216.00,8518.00,19253.00,22296.00,60794.00,39239.00,179824.00,50257.00,741034.00,4204637.00,440769.00,1197696.00,945831.00,463457.00,1156884.00,5264221.00,939230.00,589699.00,3020067.00,715225.00,1248643.00,89462.00,51568.00,0.00,58307.00,2170665.00,13795825.00,1495.00,864682.00,2993510.00,385856.00,835695.00,2067664.00,399406.00,1163468.00,504790.00,305425.00,76976.00,224998.00,3451.00,549881.00,8532.00,326290.00,3915949.00,9907.00,4600.00,1526339.00,468111.00,5310.00
1989:Q3,14467661.00,37408.00,8518.00,19425.00,29354.00,56474.00,40130.00,187969.00,49015.00,700338.00,4262381.00,453535.00,1209804.00,958749.00,466206.00,1174087.00,5352065.00,944884.00,578837.00,3099913.00,728431.00,1359726.00,95016.00,52398.00,0.00,62248.00,2155196.00,13998916.00,-1616.00,852261.00,3023299.00,416782.00,795466.00,2108453.00,398820.00,1197441.00,512192.00,296222.00,86344.00,206298.00,3580.00,576895.00,8216.00,332094.00,4026067.00,9816.00,1776.00,1553185.00,508653.00,5593.00
1989:Q4,14766190.00,42334.00,8518.00,19627.00,26328.00,68610.00,39168.00,190708.00,63331.00,686306.00,4367192.00,462804.00,1270242.00,969444.00,465117.00,1199585.00,5450655.00,970134.00,581617.00,3153448.00,745456.00,1356471.00,116384.00,53998.00,0.00,72757.00,2203803.00,14298967.00,-9553.00,892152.00,3064591.00,430007.00,780517.00,2177419.00,409088.00,1242876.00,525455.00,301653.00,89389.00,208554.00,3710.00,591345.00,8005.00,342844.00,4141760.00,9020.00,4538.00,1564669.00,477010.00,4712.00
1990:Q1,14908558.00,44451.00,8518.00,19841.00,26996.00,61919.00,38916.00,184269.00,69959.00,697940.00,4489913.00,496332.00,1278246.00,1018735.00,474938.00,1221662.00,5493617.00,947891.00,574220.00,3237698.00,733808.00,1294283.00,116908.00,56205.00,0.00,70967.00,2233856.00,14457328.00,-4637.00,853528.00,3066868.00,465696.00,776864.00,2224867.00,409060.00,1283235.00,532572.00,288216.00,89163.00,195213.00,3840.00,585636.00,6095.00,348924.00,4205873.00,10019.00,5072.00,1624307.00,444898.00,4624.00
1990:Q2,15112938.00,45231.00,8518.00,20066.00,27990.00,61872.00,39275.00,175390.00,73818.00,692920.00,4569095.00,497460.00,1301909.00,1047701.00,473744.00,1248281.00,5560633.00,956653.00,575912.00,3288941.00,739127.00,1377941.00,127827.00,58646.00,0.00,70133.00,2203583.00,14665580.00,-5751.00,886964.00,3052226.00,455295.00,774510.00,2275299.00,400256.00,1325172.00,549871.00,285803.00,91009.00,190824.00,3970.00,620236.00,5866.00,356304.00,4297143.00,10258.00,6362.00,1645065.00,453758.00,4424.00
1990:Q3,15200704.00,45456.00,8518.00,20221.00,31756.00,60968.00,42523.00,156093.00,81697.00,704556.00,4649823.00,509287.00,1326592.00,1077379.00,479226.00,1257339.00,5586458.00,947364.00,558625.00,3328242.00,752227.00,1180896.00,115946.00,61427.00,0.00,73557.00,2380809.00,14768367.00,11340.00,889638.00,3049194.00,486898.00,766165.00,2327067.00,409590.00,1362943.00,554534.00,275370.00,85465.00,185705.00,4200.00,568041.00,5720.00,362304.00,4332902.00,10486.00,-3730.00,1686972.00,357095.00,4149.00
1990:Q4,15450812.00,43632.00,10018.00,20402.00,27025.00,73660.00,53294.00,150168.00,84720.00,696257.00,4749877.00,487708.00,1390134.00,1120358.00,484777.00,1266900.00,5633365.00,944337.00,568458.00,3363320.00,757250.00,1302581.00,122546.00,64665.00,0.00,73632.00,2344970.00,15002777.00,-731.00,934740.00,3067296.00,501268.00,750138.00,2411192.00,417681.00,1413555.00,579956.00,283317.00,84896.00,194091.00,4330.00,603053.00,6103.00,368144.00,4435277.00,10567.00,-11763.00,1644176.00,377896.00,3962.00
1991:Q1,15741461.00,41098.00,10018.00,20574.00,32892.00,51600.00,39268.00,160591.00,85334.00,726852.00,4897084.00,502883.00,1434965.00,1169425.00,500984.00,1288827.00,5612142.00,926145.00,548108.00,3394868.00,743021.00,1473081.00,148103.00,66098.00,0.00,80213.00,2296513.00,15291206.00,-15615.00,906410.00,3085479.00,555411.00,754362.00,2444823.00,400578.00,1447279.00,596966.00,277529.00,91019.00,182110.00,4400.00,669138.00,5774.00,374752.00,4545074.00,10338.00,-13192.00,1690923.00,456032.00,4197.00
1991:Q2,15939418.00,39682.00,10018.00,20749.00,27191.00,49749.00,43296.00,164996.00,91492.00,756243.00,4966825.00,494306.00,1466663.00,1187420.00,500302.00,1318134.00,5645285.00,914790.00,538538.00,3448036.00,743921.00,1479193.00,156507.00,67642.00,0.00,75600.00,2344950.00,15460651.00,-15521.00,934262.00,3042009.00,535657.00,794209.00,2482234.00,389898.00,1475585.00,616751.00,265652.00,93401.00,167769.00,4482.00,700414.00,6469.00,382866.00,4626410.00,10900.00,-320.00,1695410.00,469921.00,4294.00
1991:Q3,16261673.00,36938.00,10018.00,20886.00,24164.00,56708.00,41965.00,169748.00,99714.00,793468.00,5118380.00,479165.00,1553227.00,1215084.00,504633.00,1366271.00,5635586.00,906970.00,536822.00,3446537.00,745257.00,1589806.00,172827.00,69179.00,0.00,76501.00,2345785.00,15764989.00,7855.00,948302.00,3027672.00,536008.00,834843.00,2534515.00,386663.00,1518054.00,629798.00,258809.00,85759.00,168472.00,4578.00,769566.00,6202.00,387658.00,4730091.00,12019.00,2776.00,1708673.00,511591.00,4629.00
1991:Q4,16590946.00,38622.00,10018.00,21014.00,21806.00,63965.00,40907.00,170718.00,101918.00,733257.00,5283914.00,472440.00,1638229.00,1246772.00,526193.00,1400280.00,5689428.00,902841.00,541448.00,3492546.00,752593.00,1727886.00,187721.00,70592.00,0.00,77429.00,2351751.00,16084357.00,4939.00,1022519.00,2999683.00,542441.00,770450.00,2596638.00,385340.00,1559392.00,651906.00,287782.00,95585.00,187404.00,4793.00,850744.00,6785.00,393787.00,4846523.00,11588.00,18210.00,1732268.00,570316.00,4691.00
1992:Q1,16865727.00,37050.00,10018.00,21135.00,20424.00,59382.00,40191.00,166907.00,111197.00,757824.00,5382751.00,498398.00,1639792.00,1267707.00,540192.00,1436662.00,5675566.00,889560.00,528098.00,3520587.00,737321.00,1745374.00,197967.00,71576.00,0.00,83886.00,2484479.00,16344572.00,14025.00,993288.00,2968232.00,574836.00,809092.00,2652952.00,392338.00,1585464.00,675150.00,269567.00,97019.00,167540.00,5008.00,889980.00,6002.00,400932.00,4938007.00,11935.00,8681.00,1807043.00,593016.00,4700.00
1992:Q2,17171058.00,35477.00,10018.00,21253.00,16786.00,53626.00,38295.00,159362.00,108017.00,789279.00,5528077.00,498435.00,1693471.00,1308838.00,554919.00,1472414.00,5713849.00,891201.00,538154.00,3549035.00,735459.00,1781371.00,211160.00,71368.00,0.00,83593.00,2549528.00,16661610.00,913.00,1034709.00,2951327.00,559738.00,852600.00,2722673.00,389647.00,1637277.00,695749.00,277372.00,95713.00,176630.00,5029.00,952243.00,6432.00,404709.00,5056163.00,11849.00,8143.00,1822739.00,613979.00,4576.00
1992:Q3,17646676.00,35418.00,10018.00,21338.00,21576.00,58241.00,39732.00,159074.00,127587.00,844058.00,5692624.00,499371.00,1766709.00,1332076.00,571977.00,1522491.00,5761591.00,885229.00,536480.00,3595792.00,744090.00,1835009.00,220273.00,72085.00,0.00,80132.00,2667921.00,17085979.00,24230.00,1073175.00,2893644.00,556864.00,920862.00,2790416.00,393840.00,1678861.00,717715.00,285098.00,100696.00,179263.00,5139.00,1019928.00,6554.00,413950.00,5192287.00,11802.00,12282.00,1884887.00,637772.00,5042.00
1992:Q4,17959112.00,32476.00,8018.00,21447.00,20557.00,67877.00,41264.00,150522.00,131708.00,834968.00,5811221.00,482301.00,1826864.00,1356287.00,593698.00,1552071.00,5807662.00,880483.00,546908.00,3621244.00,759028.00,1992522.00,241887.00,74815.00,0.00,87989.00,2634179.00,17400611.00,11275.00,1134667.00,2871574.00,546194.00,909275.00,2850412.00,393535.00,1715656.00,741221.00,279464.00,97217.00,176892.00,5355.00,1096342.00,7389.00,421481.00,5342618.00,11762.00,12264.00,1905894.00,746524.00,5062.00
1993:Q1,18303962.00,33289.00,8018.00,21573.00,18881.00,66184.00,43639.00,154657.00,134193.00,851941.00,5976665.00,466207.00,1850723.00,1414486.00,618927.00,1626322.00,5778524.00,852361.00,550027.00,3632225.00,743911.00,2140465.00,264503.00,75337.00,0.00,86950.00,2649143.00,17697465.00,32537.00,1089339.00,2829814.00,559524.00,985805.00,2897672.00,379031.00,1751473.00,767168.00,287822.00,84652.00,197470.00,5700.00,1201180.00,8101.00,429739.00,5471510.00,9218.00,9064.00,1886140.00,823185.00,5959.00
1993:Q2,18706296.00,33286.00,8018.00,21705.00,19261.00,61689.00,42808.00,152293.00,138134.00,857006.00,6136777.00,459475.00,1898723.00,1454743.00,647624.00,1676212.00,5860414.00,864183.00,554356.00,3687766.00,754109.00,2220539.00,286541.00,76342.00,0.00,96732.00,2694751.00,18064607.00,16619.00,1168153.00,2812735.00,552412.00,977844.00,2934231.00,375566.00,1770141.00,788524.00,314462.00,92636.00,215788.00,6038.00,1302226.00,9931.00,438344.00,5571242.00,10091.00,15204.00,1941113.00,829477.00,5661.00
1993:Q3,19237276.00,34230.00,8018.00,21866.00,14012.00,65534.00,41514.00,142988.00,147750.00,904560.00,6350121.00,454133.00,1952156.00,1510703.00,673595.00,1759534.00,5948604.00,864925.00,565601.00,3742018.00,776060.00,2363108.00,314070.00,75516.00,0.00,95992.00,2709393.00,18554863.00,28933.00,1182084.00,2786204.00,550522.00,1059023.00,3040555.00,372939.00,1841319.00,826297.00,317104.00,90166.00,219358.00,7580.00,1419318.00,10437.00,448023.00,5683776.00,11817.00,29614.00,1987453.00,904893.00,6396.00
1993:Q4,19658936.00,33291.00,8018.00,22095.00,10083.00,68625.00,47345.00,146617.00,153903.00,898908.00,6493190.00,458880.00,1984462.00,1556981.00,696424.00,1796443.00,6049863.00,878858.00,584664.00,3777754.00,808587.00,2467713.00,342273.00,79050.00,0.00,116401.00,2721561.00,18943417.00,31690.00,1251981.00,2786009.00,565319.00,1037410.00,3135761.00,393381.00,1880937.00,861443.00,326219.00,91262.00,226013.00,8944.00,1504644.00,10069.00,457191.00,5771937.00,13903.00,42813.00,2008471.00,910666.00,6195.00
1994:Q1,20043367.00,34250.00,8018.00,22318.00,11457.00,68079.00,50553.00,144263.00,166661.00,959622.00,6522109.00,458354.00,1967699.00,1571959.00,689637.00,1834460.00,6088196.00,875298.00,592090.00,3808987.00,811821.00,2430730.00,355267.00,80208.00,0.00,119134.00,2982503.00,19431479.00,57774.00,1220704.00,2790028.00,582288.00,1102126.00,3271737.00,407947.00,1963461.00,900329.00,321223.00,86683.00,223140.00,11400.00,1495186.00,12256.00,463238.00,5843704.00,13284.00,32881.00,2225050.00,878751.00,6175.00
1994:Q2,20323025.00,33361.00,8018.00,22528.00,8959.00,69351.00,48224.00,145961.00,170653.00,977340.00,6537539.00,460155.00,1960497.00,1603104.00,671134.00,1842649.00,6194153.00,884979.00,605795.00,3858409.00,844970.00,2461868.00,372184.00,79716.00,0.00,119682.00,3073488.00,19709933.00,84389.00,1229478.00,2776204.00,576632.00,1131534.00,3369110.00,409193.00,2033210.00,926707.00,321466.00,78127.00,228839.00,14500.00,1504264.00,9989.00,469159.00,5933297.00,12426.00,35961.00,2256024.00,892626.00,5565.00
1994:Q3,20715734.00,34153.00,8018.00,22779.00,8572.00,61901.00,48831.00,147697.00,186979.00,1002263.00,6623435.00,470896.00,1965411.00,1640621.00,681056.00,1865451.00,6303281.00,895835.00,612723.00,3910069.00,884654.00,2637939.00,404404.00,83589.00,0.00,120709.00,3021185.00,20072349.00,83479.00,1205718.00,2786121.00,586195.00,1174027.00,3465584.00,419196.00,2093724.00,952664.00,326625.00,71688.00,237437.00,17500.00,1580774.00,10257.00,486420.00,6049558.00,13374.00,29997.00,2274220.00,882993.00,5605.00
1994:Q4,20874836.00,32984.00,8018.00,22994.00,16020.00,68425.00,47667.00,149896.00,175373.00,938351.00,6694777.00,487783.00,1988893.00,1674204.00,671391.00,1872506.00,6450364.00,923422.00,642665.00,3956595.00,927682.00,2603574.00,445072.00,88101.00,0.00,100990.00,3032230.00,20251217.00,123422.00,1240202.00,2790658.00,611005.00,1076969.00,3591954.00,441556.00,2173449.00,976949.00,340791.00,74770.00,247295.00,18726.00,1544320.00,9149.00,491458.00,6093038.00,13069.00,15075.00,2310107.00,893902.00,5076.00
1995:Q1,21427869.00,36242.00,8018.00,23226.00,15239.00,61441.00,44797.00,163751.00,180556.00,989783.00,6845515.00,513441.00,2029974.00,1702228.00,689961.00,1909911.00,6529481.00,952222.00,646645.00,3992689.00,937925.00,2809957.00,502835.00,92175.00,0.00,102949.00,3021904.00,20824806.00,145808.00,1191644.00,2842578.00,641874.00,1157291.00,3666143.00,453054.00,2197029.00,1016060.00,334426.00,68487.00,246372.00,19567.00,1649397.00,9021.00,503754.00,6237879.00,14149.00,8207.00,2422635.00,987881.00,5321.00
1995:Q2,22091028.00,34918.00,8018.00,23490.00,15599.00,59051.00,49010.00,166347.00,181727.00,1067657.00,7016111.00,526431.00,2045955.00,1752476.00,696768.00,1994481.00,6678744.00,993361.00,656535.00,4052439.00,976410.00,3072464.00,576828.00,96323.00,0.00,104175.00,2940566.00,21442154.00,140843.00,1239798.00,2886820.00,686673.00,1216633.00,3769530.00,461821.00,2247962.00,1059747.00,345138.00,74639.00,248970.00,21529.00,1800550.00,9330.00,518632.00,6399979.00,16532.00,5216.00,2406480.00,1083764.00,5101.00
1995:Q3,22686816.00,32608.00,10168.00,23760.00,21509.00,56998.00,50134.00,185154.00,183195.00,1072956.00,7118327.00,530962.00,2046577.00,1808030.00,703321.00,2029437.00,6821922.00,1011535.00,667635.00,4118599.00,1024153.00,3339369.00,648584.00,98490.00,0.00,105991.00,2917651.00,21984020.00,139292.00,1188685.00,2934377.00,710873.00,1239257.00,3887461.00,472623.00,2301123.00,1113715.00,351646.00,76517.00,252478.00,22651.00,1954042.00,9997.00,527261.00,6570004.00,18959.00,5994.00,2446172.00,1204125.00,5799.00
1995:Q4,23318071.00,32053.00,10168.00,24003.00,20056.00,70415.00,47117.00,184744.00,188202.00,1122638.00,7306251.00,525699.00,2082415.00,1880682.00,729451.00,2088004.00,6982223.00,1034405.00,713400.00,4160501.00,1073917.00,3472472.00,707112.00,108245.00,0.00,106833.00,2935539.00,22598613.00,146249.00,1211356.00,2964688.00,753018.00,1271368.00,4023102.00,486868.00,2377738.00,1158496.00,376321.00,71905.00,280365.00,24051.00,2058275.00,10261.00,536279.00,6714859.00,21165.00,25954.00,2485718.00,1283957.00,5375.00
1996:Q1,23894021.00,30943.00,10168.00,24269.00,21589.00,59197.00,47217.00,191907.00,211050.00,1151568.00,7436474.00,554910.00,2102118.00,1919493.00,735416.00,2124537.00,7080140.00,1040597.00,729091.00,4236460.00,1073993.00,3686812.00,764148.00,111281.00,0.00,108952.00,2958306.00,23158627.00,130839.00,1158169.00,3046825.00,824202.00,1318229.00,4094142.00,490922.00,2415003.00,1188217.00,406063.00,91000.00,289610.00,25453.00,2201626.00,11613.00,541293.00,6853333.00,20158.00,30412.00,2521723.00,1376805.00,5957.00
1996:Q2,24420982.00,30509.00,10168.00,24520.00,14403.00,60717.00,49867.00,192210.00,222491.00,1171600.00,7460389.00,566121.00,2065187.00,1932777.00,735809.00,2160495.00,7246529.00,1069208.00,752576.00,4313222.00,1111523.00,3877442.00,813203.00,111826.00,0.00,111495.00,3023613.00,23672189.00,114980.00,1181293.00,3070878.00,817748.00,1349692.00,4251207.00,517349.00,2490273.00,1243585.00,414896.00,87484.00,299997.00,27415.00,2351651.00,13026.00,549157.00,6964680.00,21060.00,22243.00,2549678.00,1386951.00,5827.00
1996:Q3,24955858.00,30440.00,9718.00,24744.00,17971.00,61518.00,53119.00,207420.00,239824.00,1170132.00,7548142.00,577437.00,2064986.00,1950135.00,739710.00,2215874.00,7381564.00,1096324.00,753359.00,4386083.00,1145798.00,4043315.00,865609.00,114504.00,0.00,115222.00,3072616.00,24213209.00,97776.00,1183701.00,3136704.00,852063.00,1350140.00,4348458.00,538567.00,2545969.00,1263922.00,424868.00,87595.00,307517.00,29756.00,2461780.00,14461.00,563943.00,7087130.00,22575.00,28142.00,2641468.00,1487816.00,6194.00
1996:Q4,25887340.00,30218.00,9718.00,24966.00,23568.00,74091.00,57723.00,224663.00,271260.00,1194965.00,7715331.00,578076.00,2044379.00,2008002.00,763209.00,2321665.00,7534605.00,1119248.00,779407.00,4457489.00,1178462.00,4317818.00,988728.00,119432.00,0.00,123324.00,3176930.00,25128939.00,121232.00,1200366.00,3190820.00,901807.00,1352361.00,4488641.00,579096.00,2609151.00,1300394.00,481523.00,96762.00,352853.00,31908.00,2623994.00,14282.00,580120.00,7312799.00,25557.00,36809.00,2798628.00,1939393.00,6507.00
1997:Q1,26408859.00,28907.00,9200.00,25157.00,21145.00,62475.00,56558.00,247851.00,289069.00,1274371.00,7859808.00,640778.00,2009266.00,2048861.00,781495.00,2379408.00,7617111.00,1159181.00,784551.00,4509674.00,1163706.00,4320248.00,1029534.00,124507.00,0.00,127695.00,3315223.00,25650118.00,104455.00,1167428.00,3262061.00,965433.00,1456951.00,4563087.00,623019.00,2636172.00,1303896.00,469028.00,93816.00,339155.00,36057.00,2686387.00,17663.00,591360.00,7395587.00,26360.00,36295.00,2908023.00,1978672.00,7451.00
1997:Q2,27494427.00,28927.00,9200.00,25274.00,20655.00,63981.00,67155.00,255939.00,299424.00,1289722.00,8013089.00,657414.00,2008235.00,2097394.00,789396.00,2460650.00,7781044.00,1202157.00,810567.00,4581140.00,1187180.00,4968541.00,1200634.00,123291.00,0.00,132688.00,3214863.00,26674368.00,106070.00,1204302.00,3311617.00,963700.00,1488565.00,4707601.00,642458.00,2708053.00,1357090.00,506895.00,94065.00,372720.00,40110.00,3051401.00,16356.00,608406.00,7711686.00,29143.00,40557.00,2928069.00,2300720.00,8533.00
1997:Q3,28532908.00,28549.00,9200.00,25402.00,23449.00,60372.00,63340.00,263672.00,314883.00,1385115.00,8176900.00,674014.00,2029217.00,2140136.00,809128.00,2524405.00,7954296.00,1210998.00,842445.00,4689319.00,1211534.00,5461965.00,1339180.00,135534.00,0.00,134917.00,3156134.00,27695437.00,85889.00,1163917.00,3380561.00,1015127.00,1599463.00,4784848.00,684716.00,2748187.00,1351945.00,537853.00,111084.00,384988.00,41781.00,3368362.00,23629.00,625467.00,7976685.00,31238.00,56582.00,3045816.00,2590301.00,9520.00
1997:Q4,29161164.00,28000.00,9200.00,25543.00,23601.00,78596.00,71735.00,274702.00,326324.00,1357169.00,8469183.00,714400.00,2126636.00,2170639.00,833993.00,2623515.00,8132752.00,1259325.00,886748.00,4754559.00,1232121.00,5443857.00,1361812.00,143200.00,0.00,134940.00,3280550.00,28324445.00,114214.00,1209189.00,3442235.00,1058885.00,1597151.00,4978932.00,745741.00,2822805.00,1410386.00,574552.00,109447.00,418289.00,46816.00,3409315.00,19938.00,632700.00,8034651.00,31194.00,63839.00,3157650.00,2733743.00,9452.00
1998:Q1,30542464.00,27671.00,9200.00,25664.00,28778.00,63760.00,74988.00,278940.00,343868.00,1435562.00,8769948.00,805723.00,2133998.00,2254158.00,856270.00,2719799.00,8254786.00,1280214.00,913545.00,4846678.00,1214349.00,6185751.00,1538513.00,148309.00,0.00,133017.00,3223709.00,29568447.00,50235.00,1172525.00,3537647.00,1142406.00,1714880.00,5160959.00,804942.00,2879811.00,1476206.00,617871.00,116854.00,451926.00,49091.00,3840596.00,19532.00,644718.00,8388215.00,30586.00,59240.00,3189037.00,3034634.00,10023.00
1998:Q2,31245250.00,28325.00,9200.00,25786.00,22275.00,64443.00,71577.00,287012.00,371831.00,1462173.00,8897977.00,836340.00,2063436.00,2294076.00,872047.00,2832078.00,8506085.00,1331076.00,950513.00,4967388.00,1257108.00,6262883.00,1572421.00,148785.00,0.00,141054.00,3373423.00,30259473.00,74945.00,1224691.00,3541336.00,1168511.00,1714441.00,5388756.00,838860.00,2983343.00,1566553.00,664643.00,125033.00,485556.00,54054.00,3977323.00,20869.00,654802.00,8520829.00,30918.00,65949.00,3211460.00,3076902.00,9794.00
1998:Q3,31222427.00,29407.00,9200.00,25991.00,27148.00,64729.00,70817.00,302725.00,412335.00,1471086.00,9124984.00,861873.00,2087773.00,2372125.00,901629.00,2901584.00,8714776.00,1358587.00,973837.00,5094317.00,1288035.00,5428024.00,1429249.00,150151.00,0.00,142925.00,3818879.00,30309350.00,96789.00,1176771.00,3578015.00,1266902.00,1753505.00,5599714.00,874206.00,3123817.00,1601691.00,742648.00,133342.00,545347.00,63959.00,3622978.00,21782.00,656480.00,8386249.00,32397.00,82711.00,3292409.00,2520392.00,9525.00
1998:Q4,32817045.00,30719.00,9200.00,26270.00,30714.00,70016.00,78431.00,317301.00,435800.00,1355116.00,9396481.00,854765.00,2110530.00,2503567.00,925310.00,3002309.00,9023263.00,1392589.00,1061627.00,5243640.00,1325407.00,6542174.00,1694339.00,148925.00,0.00,154973.00,3503324.00,31825867.00,108566.00,1220288.00,3659227.00,1351678.00,1591879.00,5859117.00,906724.00,3294394.00,1657999.00,791387.00,138754.00,581028.00,71605.00,4173531.00,18932.00,684707.00,8861552.00,33644.00,98917.00,3372442.00,2912479.00,9561.00
1999:Q1,33569953.00,26097.00,8200.00,26638.00,40128.00,60460.00,65823.00,329597.00,460945.00,1329054.00,9644348.00,909274.00,2143790.00,2609704.00,939780.00,3041800.00,9186862.00,1397742.00,1089253.00,5373375.00,1326492.00,6718158.00,1802583.00,146174.00,0.00,164106.00,3560780.00,32561189.00,98926.00,1185829.00,3675501.00,1438367.00,1622027.00,6122865.00,926443.00,3436768.00,1759654.00,795340.00,131960.00,586744.00,76636.00,4327921.00,19429.00,697263.00,9025735.00,33105.00,114298.00,3404583.00,3007385.00,9414.00
