date,FU796000105.Q,FU795090005.Q,FU795019005.Q,FU645012063.Q,FU795013005.Q,FU795000005.Q,FU794090005.Q,FU713011005.Q,FU713014003.Q,FU713012003.Q,FU633091003.Q,FU794010005.Q,FU793020005.Q,FU793030005.Q,FU793034005.Q,FU792050005.Q,FU794022005.Q,FU793069175.Q,FU793061105.Q,FU793061705.Q,FU793062005.Q,FU793063005.Q,FU794023005.Q,FU793068005.Q,FU793069005.Q,FU793065005.Q,FU793066005.Q,FU793064105.Q,FU793064205.Q,FU793070005.Q,FU793040005.Q,FU793092005.Q,FU793090005.Q,FU794190005.Q,FU794110005.Q,FU793120005.Q,FU703130005.Q,FU634090005.Q,FU792150005.Q,FU794122005.Q,FU793169175.Q,FU423161705.Q,FU793163005.Q,FU794123005.Q,FU793168005.Q,FU793169005.Q,FU643165005.Q,FU793164105.Q,FU653164205.Q,FU663170003.Q,FU543140005.Q,FU153050005.Q,FU793178005.Q,FU662090205.Q,FU793192005.Q,FU793190005.Q,FU797005005.Q
1984:Q2,6683.00,16716.00,13875.00,16.00,13859.00,2841.00,211491.00,-48.00,0.00,224.00,-803.00,1247.00,741.00,4939.00,399.00,11930.00,43326.00,20663.00,-2943.00,14342.00,1498.00,9766.00,131161.00,26323.00,19313.00,59226.00,26299.00,-6774.00,-198.00,952.00,0.00,600.00,23795.00,208650.00,9753.00,12032.00,67641.00,5022.00,8457.00,37195.00,10601.00,16826.00,9768.00,11370.00,2899.00,8335.00,136.00,1255.00,4945.00,106.00,1069.00,40402.00,68.00,-337.00,579.00,9093.00,-10033.00
1984:Q3,6815.00,-3359.00,14491.00,18.00,14473.00,-17850.00,240593.00,99.00,0.00,124.00,680.00,6453.00,275.00,301.00,2287.00,3642.00,91848.00,-337.00,45992.00,17094.00,7331.00,21768.00,83894.00,3890.00,4966.00,53412.00,21626.00,9757.00,824.00,938.00,0.00,453.00,39019.00,258443.00,7161.00,6812.00,46723.00,5173.00,20345.00,36229.00,996.00,24650.00,10583.00,11302.00,2053.00,9119.00,130.00,1141.00,7775.00,594.00,1306.00,53586.00,235.00,329.00,1411.00,58321.00,10174.00
1984:Q4,7536.00,3678.00,15052.00,14.00,15038.00,-11375.00,300159.00,366.00,0.00,181.00,-2454.00,1616.00,1875.00,4635.00,827.00,46105.00,102678.00,-2069.00,49784.00,7972.00,16350.00,30641.00,113881.00,30508.00,11722.00,50304.00,21347.00,4229.00,1412.00,899.00,0.00,982.00,22927.00,311533.00,-3868.00,32563.00,69962.00,28285.00,36932.00,38295.00,5924.00,16835.00,15536.00,15292.00,6188.00,9042.00,62.00,2055.00,5483.00,738.00,1416.00,58229.00,-124.00,-49.00,1362.00,24962.00,3858.00
1985:Q1,7906.00,22086.00,15535.00,20.00,15515.00,6551.00,146136.00,148.00,0.00,170.00,-256.00,-2564.00,-2431.00,5140.00,417.00,-17730.00,62770.00,18096.00,30976.00,15269.00,2444.00,-4015.00,56907.00,2318.00,-322.00,42600.00,12311.00,11141.00,970.00,864.00,0.00,-52.00,30642.00,139585.00,2350.00,-27403.00,51243.00,7446.00,-25947.00,35293.00,6753.00,18968.00,9572.00,-10134.00,-6066.00,-4078.00,10.00,1183.00,12564.00,-1266.00,2077.00,49676.00,159.00,174.00,-335.00,42505.00,-14180.00
1985:Q2,8272.00,13689.00,16105.00,23.00,16082.00,-2417.00,257670.00,112.00,0.00,195.00,-2359.00,-242.00,4034.00,5567.00,1705.00,16362.00,79852.00,13273.00,24647.00,8070.00,9045.00,24817.00,104338.00,13081.00,10167.00,59106.00,21984.00,21633.00,1055.00,829.00,0.00,643.00,23946.00,260086.00,-4896.00,38128.00,30755.00,6095.00,8959.00,44404.00,1953.00,25861.00,16590.00,16126.00,2394.00,13720.00,12.00,3150.00,19683.00,1081.00,2378.00,59698.00,-205.00,94.00,449.00,34187.00,-5417.00
1985:Q3,9367.00,19452.00,16353.00,27.00,16327.00,3098.00,283836.00,124.00,0.00,141.00,401.00,3137.00,1170.00,-2131.00,165.00,19597.00,117727.00,14352.00,37651.00,27423.00,18717.00,19584.00,110944.00,15741.00,3644.00,66255.00,25304.00,8924.00,1147.00,726.00,0.00,180.00,21585.00,280738.00,4296.00,20197.00,38193.00,-3679.00,24889.00,51334.00,14818.00,25838.00,10678.00,12311.00,8179.00,4117.00,15.00,1996.00,20175.00,419.00,2761.00,48824.00,491.00,286.00,1202.00,57043.00,-10085.00
1985:Q4,10052.00,4854.00,17179.00,52.00,17127.00,-12326.00,411571.00,1567.00,100.00,128.00,28.00,7361.00,4766.00,-4735.00,6110.00,61339.00,165759.00,15698.00,42947.00,22318.00,69285.00,15511.00,131048.00,21203.00,23656.00,65925.00,20264.00,11063.00,672.00,651.00,0.00,-268.00,25982.00,423897.00,17256.00,52871.00,37227.00,387.00,61250.00,56915.00,8501.00,28795.00,19619.00,26568.00,2202.00,24348.00,18.00,4123.00,29512.00,2299.00,3225.00,68623.00,607.00,-432.00,257.00,63209.00,5198.00
1986:Q1,10327.00,15532.00,17518.00,32.00,17486.00,-1986.00,231491.00,97.00,0.00,155.00,146.00,-4805.00,-1932.00,1413.00,1438.00,1870.00,120807.00,9712.00,50076.00,29210.00,-3335.00,35144.00,48871.00,-567.00,4570.00,46256.00,-1388.00,4924.00,4804.00,1487.00,0.00,2143.00,50073.00,233477.00,-7700.00,-28094.00,37895.00,22726.00,20152.00,46862.00,-2007.00,25481.00,23388.00,-966.00,-2434.00,1334.00,134.00,4481.00,38702.00,-1253.00,3900.00,50857.00,217.00,178.00,-203.00,45723.00,-5205.00
1986:Q2,10661.00,22885.00,17621.00,3.00,17618.00,5264.00,313692.00,103.00,100.00,123.00,2873.00,1985.00,318.00,1552.00,2099.00,31276.00,119938.00,15073.00,21185.00,40618.00,8412.00,34650.00,113040.00,12283.00,7936.00,73211.00,19610.00,5860.00,2311.00,1312.00,0.00,1148.00,29654.00,308428.00,-7714.00,53122.00,21555.00,11570.00,29920.00,73304.00,11068.00,39233.00,23003.00,12117.00,9911.00,1979.00,227.00,4222.00,36113.00,549.00,4100.00,51458.00,514.00,565.00,-1086.00,18119.00,-12224.00
1986:Q3,10646.00,18890.00,17805.00,-1.00,17806.00,1085.00,341341.00,199.00,200.00,108.00,582.00,5735.00,1836.00,3320.00,763.00,29468.00,160778.00,4058.00,36359.00,42794.00,29898.00,47669.00,106291.00,-2146.00,537.00,86818.00,21082.00,4098.00,1452.00,1676.00,0.00,-531.00,25367.00,340256.00,10493.00,9056.00,46878.00,17949.00,29387.00,77919.00,6720.00,52746.00,18453.00,8781.00,1648.00,7147.00,-14.00,2840.00,32830.00,-217.00,4500.00,62956.00,545.00,236.00,1288.00,34815.00,-8244.00
1986:Q4,10475.00,27125.00,18416.00,176.00,18240.00,8709.00,437526.00,31.00,0.00,129.00,-472.00,15454.00,5535.00,4396.00,1458.00,23612.00,136003.00,-1693.00,41133.00,60082.00,6562.00,29919.00,175242.00,63169.00,22463.00,77645.00,11965.00,20879.00,3222.00,1277.00,0.00,-2660.00,53420.00,428817.00,8158.00,91319.00,45024.00,-3896.00,23485.00,97343.00,8455.00,61482.00,27406.00,18281.00,-628.00,19000.00,-91.00,3164.00,37995.00,555.00,4721.00,76251.00,177.00,216.00,2437.00,23587.00,-16651.00
1987:Q1,9514.00,29282.00,17888.00,-10.00,17898.00,11394.00,228298.00,-622.00,0.00,168.00,4921.00,-5291.00,-1703.00,-3574.00,675.00,2806.00,118570.00,14664.00,10577.00,54016.00,6444.00,32869.00,17313.00,-26719.00,2708.00,60768.00,-19444.00,23101.00,2107.00,1411.00,0.00,975.00,67441.00,216904.00,15939.00,-74956.00,11188.00,12323.00,4463.00,82176.00,10719.00,39210.00,32247.00,-14712.00,-7559.00,-7244.00,91.00,7416.00,51141.00,1155.00,6878.00,51976.00,159.00,-354.00,-1119.00,63231.00,-19768.00
1987:Q2,11223.00,27285.00,18341.00,11.00,18330.00,8944.00,272693.00,-1646.00,0.00,154.00,-3172.00,-8691.00,-1893.00,2281.00,2394.00,19443.00,82143.00,15199.00,11754.00,44158.00,-9199.00,20231.00,133990.00,5741.00,22924.00,91477.00,13848.00,18954.00,1570.00,1165.00,0.00,-97.00,26098.00,263749.00,-15297.00,57244.00,36370.00,-2986.00,8072.00,85095.00,15747.00,47102.00,22246.00,7556.00,923.00,6629.00,4.00,1529.00,12165.00,-363.00,5897.00,49997.00,-1923.00,-413.00,-1123.00,21929.00,-16062.00
1987:Q3,11985.00,12039.00,18966.00,40.00,18926.00,-6927.00,286271.00,93.00,0.00,117.00,-1221.00,3035.00,342.00,2310.00,1025.00,19259.00,86772.00,8065.00,22084.00,30332.00,-2069.00,28360.00,109970.00,9268.00,7119.00,75763.00,17820.00,818.00,1166.00,1233.00,0.00,720.00,60633.00,293198.00,33791.00,-5637.00,35456.00,4693.00,29505.00,68685.00,1379.00,39896.00,27410.00,4825.00,-1830.00,6618.00,37.00,5471.00,2068.00,468.00,6283.00,69044.00,-49.00,-104.00,524.00,38175.00,-54.00
1987:Q4,12280.00,25496.00,19287.00,126.00,19161.00,6209.00,189397.00,-1612.00,0.00,171.00,-1089.00,5630.00,3379.00,-3212.00,-2553.00,-28689.00,70153.00,-10790.00,28491.00,25591.00,-4913.00,31774.00,124112.00,14499.00,15768.00,80795.00,13050.00,9107.00,-78.00,1564.00,0.00,-73.00,12586.00,183188.00,-1999.00,27323.00,68319.00,9914.00,-38877.00,37563.00,-935.00,41799.00,-3301.00,-3396.00,-3786.00,202.00,188.00,452.00,-15677.00,-2064.00,6678.00,58021.00,-207.00,52.00,7063.00,30023.00,-13216.00
1988:Q1,13726.00,14241.00,19581.00,5.00,19577.00,-5340.00,252823.00,-462.00,0.00,162.00,488.00,-6772.00,1820.00,4293.00,1861.00,45279.00,69643.00,11974.00,-4383.00,23568.00,1211.00,37273.00,54916.00,732.00,2905.00,53072.00,-1793.00,16338.00,-690.00,1869.00,0.00,2166.00,61911.00,258163.00,-12608.00,-22464.00,53764.00,28588.00,49828.00,38305.00,8543.00,18752.00,11010.00,-3433.00,-1667.00,-1753.00,-13.00,1761.00,1329.00,1472.00,5953.00,76042.00,-205.00,208.00,-4770.00,44393.00,-515.00
1988:Q2,15108.00,15559.00,20280.00,19.00,20261.00,-4721.00,281192.00,107.00,0.00,162.00,13.00,-527.00,2825.00,5699.00,4668.00,5864.00,76276.00,17285.00,-7490.00,18477.00,-1140.00,49144.00,128626.00,21619.00,12191.00,80337.00,14479.00,-2762.00,1072.00,2343.00,0.00,204.00,56622.00,285913.00,15018.00,40852.00,32429.00,-16876.00,7196.00,64638.00,21415.00,21837.00,21386.00,10936.00,3192.00,7726.00,18.00,6052.00,337.00,1113.00,6708.00,68069.00,-396.00,373.00,-6787.00,56251.00,-451.00
1988:Q3,14051.00,29041.00,20692.00,21.00,20671.00,8349.00,243038.00,3767.00,0.00,136.00,383.00,515.00,1688.00,4885.00,-2017.00,41482.00,75615.00,-8256.00,29837.00,22410.00,-232.00,31856.00,95198.00,-6899.00,8124.00,79220.00,14753.00,-4774.00,551.00,2370.00,0.00,1041.00,22198.00,234689.00,-8617.00,-5104.00,53735.00,-651.00,38641.00,51515.00,5067.00,36427.00,10021.00,1770.00,-4488.00,6282.00,-24.00,9432.00,-5482.00,-401.00,6263.00,72921.00,623.00,-183.00,-2344.00,22571.00,-14989.00
1988:Q4,14027.00,12698.00,21483.00,68.00,21416.00,-8785.00,268297.00,-890.00,0.00,162.00,7185.00,5880.00,-246.00,-1845.00,3939.00,-27026.00,86446.00,14256.00,10630.00,22708.00,-759.00,39611.00,133846.00,19390.00,23926.00,78132.00,12398.00,2556.00,1410.00,1940.00,0.00,884.00,54055.00,277082.00,11706.00,28982.00,44228.00,11705.00,-39141.00,73327.00,19806.00,43760.00,9761.00,16699.00,5234.00,11173.00,292.00,5661.00,-2099.00,-464.00,7628.00,76513.00,1336.00,-302.00,959.00,40344.00,1329.00
1989:Q1,14724.00,43508.00,22205.00,12.00,22194.00,21303.00,220631.00,2052.00,350.00,237.00,-665.00,-7756.00,-4504.00,17529.00,-596.00,51423.00,79468.00,19974.00,2694.00,27550.00,2236.00,27014.00,62587.00,-1072.00,12268.00,52400.00,-1009.00,-14719.00,192.00,1329.00,0.00,2289.00,31416.00,199329.00,-15317.00,-57617.00,37139.00,26199.00,69484.00,65884.00,14744.00,41391.00,9749.00,9599.00,-2892.00,12443.00,48.00,-294.00,-981.00,-85.00,3321.00,58072.00,-483.00,57.00,1245.00,3106.00,-28784.00
1989:Q2,15648.00,29016.00,22746.00,12.00,22734.00,6270.00,340219.00,6015.00,3150.00,217.00,-6687.00,-1814.00,3322.00,11714.00,3532.00,70764.00,78435.00,27166.00,-1329.00,26583.00,-862.00,26877.00,110928.00,9796.00,13027.00,73420.00,14685.00,8676.00,-1416.00,982.00,0.00,4790.00,47611.00,333948.00,-15774.00,37171.00,20470.00,20795.00,79097.00,46018.00,6922.00,28693.00,10403.00,9413.00,5650.00,3743.00,20.00,-1005.00,6771.00,69.00,8228.00,74134.00,730.00,-843.00,2401.00,46273.00,-13368.00
1989:Q3,13312.00,48952.00,23438.00,49.00,23389.00,25514.00,159194.00,3055.00,0.00,172.00,7058.00,-4320.00,891.00,8145.00,-1242.00,-40696.00,61413.00,12766.00,13098.00,13701.00,4341.00,17507.00,87844.00,5654.00,-10862.00,79846.00,13206.00,677.00,-1002.00,830.00,0.00,3941.00,32428.00,133679.00,-3111.00,-12421.00,29789.00,30926.00,-40229.00,40788.00,-586.00,33972.00,7402.00,-9203.00,9368.00,-18700.00,129.00,2190.00,8609.00,-316.00,5997.00,70349.00,-91.00,-19.00,-2824.00,13245.00,-35640.00
1989:Q4,14356.00,16798.00,23055.00,49.00,23007.00,-6257.00,258016.00,1492.00,0.00,202.00,-3026.00,12136.00,-962.00,2739.00,9981.00,-14032.00,100380.00,9269.00,59200.00,9721.00,-2160.00,24350.00,98590.00,7368.00,2780.00,71417.00,17025.00,8783.00,1272.00,1600.00,0.00,1730.00,37131.00,264273.00,-7937.00,39891.00,41292.00,13225.00,-14949.00,68966.00,10268.00,45435.00,13263.00,5431.00,3045.00,2256.00,130.00,2722.00,14903.00,-211.00,9732.00,65856.00,-796.00,-930.00,3716.00,23362.00,-2442.00
1990:Q1,15929.00,37632.00,22999.00,49.00,22950.00,14633.00,196311.00,1580.00,0.00,214.00,668.00,-6691.00,-252.00,-6439.00,6628.00,11634.00,130094.00,33528.00,10806.00,51545.00,10128.00,24087.00,14310.00,-22243.00,-7397.00,55598.00,-11648.00,-10909.00,3417.00,2207.00,0.00,-1790.00,51641.00,181678.00,4916.00,-38624.00,2277.00,35689.00,-3653.00,44230.00,-28.00,37141.00,7117.00,-13437.00,-226.00,-13341.00,130.00,6012.00,11266.00,-1910.00,6309.00,74539.00,999.00,6.00,534.00,52525.00,-21703.00
1990:Q2,17329.00,16241.00,22336.00,49.00,22287.00,-6095.00,170307.00,-40.00,0.00,225.00,994.00,-47.00,359.00,-8879.00,3859.00,-5020.00,76203.00,1128.00,22667.00,28202.00,-1812.00,26018.00,68329.00,8762.00,3005.00,51243.00,5319.00,11385.00,3519.00,2441.00,0.00,-834.00,17814.00,176402.00,-1114.00,33436.00,-14642.00,-10401.00,-2354.00,50532.00,-8804.00,41937.00,17399.00,-2413.00,1846.00,-4389.00,130.00,-2296.00,16324.00,-229.00,7037.00,79584.00,239.00,-313.00,1290.00,21722.00,1088.00
1990:Q3,17313.00,7781.00,22202.00,49.00,22152.00,-14421.00,192111.00,-688.00,0.00,155.00,3766.00,-904.00,3248.00,-19297.00,7879.00,11636.00,87257.00,11827.00,25897.00,30700.00,8206.00,10627.00,25826.00,-9289.00,-17287.00,39302.00,13100.00,-2762.00,3980.00,2781.00,0.00,3424.00,65811.00,206533.00,17091.00,2674.00,-3032.00,31603.00,-8345.00,51768.00,9334.00,37771.00,4663.00,-10433.00,-5544.00,-5119.00,230.00,4804.00,3380.00,-146.00,6799.00,72961.00,228.00,6.00,-10092.00,47267.00,9532.00
1990:Q4,17188.00,36416.00,21585.00,49.00,21536.00,14832.00,188355.00,495.00,1500.00,181.00,-4731.00,12692.00,10771.00,-5925.00,3023.00,-8299.00,92250.00,-21579.00,60997.00,40855.00,3146.00,8831.00,46907.00,-3027.00,9833.00,35078.00,5023.00,20510.00,1898.00,3238.00,0.00,-3679.00,17525.00,173523.00,-12071.00,45102.00,18102.00,14370.00,-16027.00,84057.00,8091.00,50612.00,25354.00,7947.00,-569.00,8386.00,130.00,-1837.00,11884.00,383.00,5490.00,71786.00,81.00,-389.00,-3059.00,-52296.00,-19229.00
1991:Q1,22975.00,2726.00,20964.00,49.00,20915.00,-18237.00,175651.00,25.00,0.00,172.00,5867.00,-22060.00,-14026.00,10423.00,614.00,30595.00,144626.00,15175.00,56480.00,37173.00,16006.00,19792.00,-16864.00,-13833.00,-20350.00,31548.00,-14229.00,-2999.00,2568.00,1433.00,0.00,6581.00,28697.00,193889.00,-14884.00,-28330.00,18183.00,54143.00,4224.00,33631.00,-17103.00,33724.00,17010.00,-5788.00,6123.00,-11981.00,70.00,1525.00,20351.00,-329.00,5968.00,63215.00,-229.00,56.00,-1507.00,43660.00,20249.00
1991:Q2,23128.00,34510.00,20552.00,49.00,20504.00,13958.00,192295.00,-568.00,0.00,175.00,-5701.00,-1851.00,4028.00,4405.00,6158.00,29391.00,70451.00,-8577.00,32364.00,18512.00,-457.00,28609.00,33143.00,-11355.00,-9570.00,53168.00,900.00,13743.00,5515.00,1544.00,0.00,-4613.00,36474.00,178337.00,94.00,27852.00,-43470.00,-19754.00,39847.00,37411.00,-10680.00,28306.00,19785.00,-11877.00,2382.00,-14341.00,82.00,9538.00,28473.00,695.00,7965.00,80959.00,562.00,126.00,12872.00,7044.00,-11382.00
1991:Q3,23403.00,25443.00,20136.00,76.00,20060.00,5307.00,255309.00,-1994.00,0.00,137.00,-3027.00,6959.00,-1331.00,4752.00,8222.00,37225.00,140102.00,-15141.00,83174.00,24634.00,2939.00,44496.00,-9700.00,-7820.00,-1716.00,-1500.00,1336.00,21843.00,6239.00,1537.00,0.00,901.00,43443.00,250001.00,23376.00,14040.00,-14337.00,351.00,40634.00,52281.00,-3235.00,42469.00,13047.00,-6843.00,-7642.00,703.00,96.00,4497.00,36967.00,-267.00,4509.00,79590.00,1119.00,315.00,3096.00,10673.00,-2040.00
1991:Q4,22092.00,27466.00,19840.00,41.00,19798.00,7627.00,251806.00,-619.00,0.00,128.00,-2358.00,7257.00,-1058.00,970.00,2204.00,-60211.00,157131.00,-6725.00,81622.00,32175.00,19478.00,30581.00,50242.00,-4129.00,4626.00,42409.00,7336.00,21934.00,7093.00,1413.00,0.00,-1833.00,69513.00,244180.00,-2916.00,74217.00,-27989.00,6433.00,-64393.00,62124.00,-1323.00,41339.00,22108.00,28973.00,9826.00,18932.00,215.00,6705.00,44724.00,583.00,5534.00,81848.00,-431.00,-39.00,10073.00,18734.00,-5374.00
1992:Q1,26516.00,17289.00,19631.00,50.00,19581.00,-2342.00,258789.00,492.00,0.00,121.00,-1382.00,-4583.00,-716.00,-3811.00,9279.00,29567.00,101510.00,25958.00,4345.00,17423.00,15959.00,37825.00,-17032.00,-16451.00,-13350.00,28041.00,-15272.00,8847.00,13420.00,984.00,0.00,6457.00,115637.00,261131.00,18052.00,-29231.00,-31451.00,32395.00,37642.00,40735.00,-2280.00,26071.00,16944.00,-18215.00,1434.00,-19864.00,215.00,11022.00,50379.00,-783.00,7316.00,74875.00,347.00,-71.00,-251.00,68370.00,9227.00
1992:Q2,26177.00,-10804.00,20162.00,20.00,20142.00,-30966.00,261588.00,-816.00,0.00,118.00,-3638.00,-5756.00,-1896.00,-7545.00,-3180.00,31455.00,134361.00,37.00,51328.00,39005.00,12016.00,31975.00,38283.00,1641.00,10056.00,28448.00,-1862.00,40501.00,13222.00,-208.00,0.00,-293.00,26980.00,292554.00,-13112.00,41421.00,-16905.00,-15098.00,43508.00,69721.00,-2691.00,51813.00,20599.00,7805.00,-1306.00,9090.00,21.00,9437.00,50542.00,430.00,3809.00,87161.00,-86.00,-158.00,-538.00,24617.00,36981.00
1992:Q3,8364.00,53637.00,20541.00,56.00,20485.00,33096.00,402255.00,-1126.00,0.00,85.00,4790.00,4615.00,1437.00,-288.00,19570.00,54779.00,151457.00,936.00,69917.00,19885.00,14679.00,46040.00,47742.00,-5972.00,-1674.00,46757.00,8631.00,10166.00,4460.00,717.00,0.00,-3461.00,107312.00,369159.00,23317.00,38466.00,-57683.00,-2874.00,68262.00,67744.00,4193.00,41585.00,21966.00,7726.00,4983.00,2633.00,110.00,9530.00,50055.00,122.00,8998.00,91384.00,-47.00,449.00,4139.00,59571.00,-45273.00
1992:Q4,24138.00,-5016.00,23583.00,2459.00,21124.00,-28599.00,198470.00,-723.00,-2000.00,109.00,-1019.00,9636.00,1532.00,-8552.00,4121.00,-9090.00,123304.00,-17070.00,61612.00,26400.00,21920.00,30442.00,46072.00,-4746.00,10428.00,25452.00,14938.00,28352.00,9727.00,2730.00,0.00,1792.00,-7521.00,227069.00,-12955.00,61492.00,-22070.00,-10670.00,-11587.00,59996.00,-305.00,36795.00,23506.00,-5634.00,-3479.00,-2371.00,216.00,10215.00,51112.00,835.00,7036.00,87647.00,-40.00,-124.00,9624.00,2192.00,29154.00
1993:Q1,17166.00,45243.00,22154.00,622.00,21532.00,23089.00,272993.00,307.00,0.00,126.00,-1676.00,-1693.00,2375.00,4135.00,2485.00,16973.00,146722.00,-22173.00,20861.00,54383.00,24807.00,68844.00,-24565.00,-28122.00,3120.00,10981.00,-10543.00,75745.00,14049.00,522.00,0.00,-1039.00,38527.00,249904.00,21262.00,-45328.00,-41760.00,13330.00,76530.00,41892.00,-19872.00,35817.00,25947.00,8358.00,-12565.00,20578.00,345.00,10802.00,67198.00,712.00,7875.00,109390.00,-2544.00,930.00,2168.00,-20911.00,-28077.00
1993:Q2,20305.00,32642.00,22645.00,511.00,22134.00,9997.00,360486.00,-347.00,0.00,132.00,380.00,-4495.00,-831.00,-2364.00,3941.00,5065.00,165580.00,-6732.00,48985.00,41731.00,32453.00,49143.00,81890.00,11822.00,4329.00,55541.00,10198.00,46802.00,17963.00,1005.00,0.00,9782.00,35982.00,350489.00,-15918.00,78814.00,-17079.00,-7112.00,-7961.00,36559.00,-3465.00,18668.00,21356.00,26640.00,7984.00,18318.00,338.00,13526.00,68572.00,1830.00,8485.00,95212.00,873.00,-343.00,6140.00,62251.00,-12337.00
1993:Q3,19914.00,40665.00,24496.00,2050.00,22446.00,16169.00,448537.00,195.00,0.00,161.00,-5249.00,3845.00,-1294.00,-9305.00,9616.00,47554.00,190513.00,-5342.00,48638.00,49865.00,22169.00,75183.00,88190.00,742.00,11245.00,54252.00,21951.00,39855.00,17463.00,-826.00,0.00,-740.00,68559.00,432368.00,12314.00,13931.00,-26531.00,-1890.00,81179.00,106324.00,-2627.00,71178.00,37773.00,2642.00,-2470.00,3570.00,1542.00,11303.00,71852.00,506.00,9242.00,90409.00,1726.00,648.00,14410.00,44303.00,-20751.00
1993:Q4,21390.00,31276.00,25418.00,1972.00,23446.00,5858.00,389319.00,233.00,0.00,229.00,-3929.00,3091.00,5831.00,3629.00,6153.00,-5652.00,149580.00,4747.00,34135.00,48829.00,24657.00,37212.00,101259.00,13933.00,19063.00,35736.00,32527.00,57028.00,21696.00,3534.00,0.00,18035.00,28603.00,383462.00,2757.00,69897.00,-195.00,14797.00,-21613.00,95206.00,20442.00,39618.00,35146.00,9115.00,1096.00,6655.00,1364.00,15488.00,72541.00,-368.00,8882.00,76555.00,2086.00,-340.00,8270.00,30384.00,-9886.00
1994:Q1,10313.00,3179.00,25840.00,1961.00,23879.00,-22661.00,437204.00,-21.00,0.00,223.00,1374.00,-546.00,3208.00,-2354.00,12758.00,60714.00,62800.00,-8249.00,-10622.00,22665.00,11683.00,47323.00,38228.00,-3666.00,7426.00,31234.00,3234.00,40334.00,23282.00,1158.00,0.00,2733.00,193314.00,459865.00,26084.00,-31277.00,4019.00,16969.00,64716.00,128254.00,6843.00,82525.00,38886.00,-4996.00,-4579.00,-2873.00,2456.00,5416.00,51425.00,2187.00,6612.00,95885.00,-619.00,-13.00,-2209.00,97412.00,7134.00
1994:Q2,20992.00,28162.00,26486.00,2318.00,24169.00,1676.00,296456.00,-1697.00,0.00,210.00,-2498.00,1272.00,-2329.00,1698.00,3992.00,17718.00,30223.00,1801.00,-3887.00,35179.00,-17308.00,14437.00,105960.00,9681.00,13706.00,49425.00,33149.00,60339.00,16331.00,-492.00,0.00,548.00,65182.00,294781.00,26615.00,8774.00,-13824.00,-5656.00,29408.00,97373.00,1246.00,69749.00,26378.00,243.00,-8556.00,5699.00,3100.00,2781.00,30122.00,-2267.00,5996.00,91137.00,-858.00,-541.00,3080.00,22398.00,-7170.00
1994:Q3,23368.00,51891.00,26683.00,2428.00,24255.00,25208.00,303841.00,167.00,0.00,251.00,-387.00,-7450.00,607.00,1736.00,16326.00,24923.00,93315.00,10741.00,6496.00,39318.00,11862.00,24898.00,109127.00,10856.00,6928.00,51660.00,39684.00,45604.00,14978.00,3873.00,0.00,1027.00,-255.00,278634.00,-910.00,-23760.00,9917.00,9563.00,42493.00,96474.00,10003.00,60514.00,25957.00,5159.00,-6439.00,8598.00,3000.00,1584.00,29401.00,268.00,16681.00,81595.00,948.00,-24.00,-5964.00,15209.00,-28523.00
1994:Q4,21762.00,20474.00,25124.00,544.00,24580.00,-4650.00,217789.00,-1094.00,0.00,215.00,7448.00,6524.00,-1164.00,2199.00,-11606.00,-63912.00,71087.00,16887.00,24568.00,34748.00,-14466.00,9349.00,146722.00,27587.00,29943.00,46164.00,43028.00,2235.00,43492.00,4512.00,0.00,-2646.00,13777.00,222438.00,39943.00,34484.00,4537.00,24810.00,-97058.00,126012.00,22360.00,79367.00,24285.00,14166.00,3082.00,9858.00,1226.00,96.00,3349.00,-1108.00,5327.00,48755.00,-305.00,-537.00,5107.00,14860.00,1288.00
1995:Q1,20281.00,43571.00,25091.00,434.00,24657.00,18481.00,348038.00,1966.00,0.00,232.00,-781.00,-6984.00,-2870.00,13855.00,5183.00,51432.00,130668.00,23037.00,38365.00,24949.00,18408.00,25909.00,79563.00,28800.00,3980.00,36540.00,10243.00,3227.00,23760.00,4074.00,0.00,1959.00,42755.00,329557.00,-11168.00,-48558.00,51920.00,30869.00,80322.00,71568.00,8877.00,23580.00,39111.00,-6365.00,-6283.00,-923.00,841.00,-627.00,23941.00,-128.00,11099.00,81683.00,1080.00,28.00,-4247.00,48140.00,-23291.00
1995:Q2,22589.00,53270.00,25426.00,1014.00,24413.00,27843.00,457735.00,891.00,0.00,264.00,360.00,-2390.00,4213.00,2596.00,1171.00,77874.00,148238.00,12990.00,10835.00,44511.00,4931.00,74971.00,149270.00,41139.00,9890.00,59757.00,38485.00,16320.00,26575.00,4148.00,0.00,1226.00,26979.00,429892.00,-4965.00,48154.00,44242.00,44799.00,59342.00,103387.00,8767.00,50933.00,43687.00,10712.00,6152.00,2598.00,1962.00,-588.00,33044.00,309.00,12781.00,83580.00,2383.00,-457.00,-2991.00,-3840.00,-30681.00
1995:Q3,23467.00,64964.00,25043.00,573.00,24470.00,39920.00,397510.00,630.00,2150.00,270.00,5910.00,-2053.00,1124.00,18807.00,1468.00,5299.00,97646.00,4531.00,498.00,55404.00,3107.00,34106.00,143178.00,18174.00,11101.00,66161.00,47743.00,16054.00,29052.00,2167.00,0.00,1816.00,73993.00,357590.00,-1551.00,-51113.00,47557.00,24200.00,22624.00,117931.00,10802.00,53161.00,53968.00,6508.00,1878.00,3508.00,1122.00,-2581.00,49377.00,667.00,7062.00,90313.00,2427.00,554.00,778.00,42837.00,-41497.00
